100000 200000
73475 73485 657315471
2737 2738 10267400
15567 15577 485158352
14839 14840 558787241
56237 56229 261861059
16741 16748 303091066
82563 82566 252851299
12879 12880 341498816
62314 62315 487428798
61044 61045 899037842
96744 96738 556395686
66256 66257 906352240
75146 75151 959973652
72611 72621 819384245
12106 12107 702850151
85082 85085 221030521
59420 59421 222712427
95629 95633 339937225
91551 91544 262695241
8237 8233 672362509
64242 64243 570627803
7580 7581 639392315
56095 56099 44192992
70933 70934 674145052
47208 47209 187864233
56370 56368 356122981
94094 94087 753565449
82010 82000 213158358
53930 53931 239344714
76739 76734 799050145
52328 52329 173065134
38583 38584 400514824
24905 24906 225367952
6225 6234 71924882
57849 57850 571049838
91540 91541 157253132
26972 26970 196014117
89392 89393 525366180
41101 41102 93257182
49461 49462 832334819
89357 89358 128391399
43843 43844 8512978
85684 85676 712033382
94039 94040 585715084
23094 23100 249642527
5945 5946 215436583
79913 79914 589836820
47225 47228 45031187
13273 13274 112771968
3282 3285 455601339
29313 29314 310670183
98677 98675 984471398
6738 6746 36082551
44870 44871 412883659
74246 74247 250927822
30213 30223 510962535
73038 73029 264362840
2496 2497 221705664
87484 87486 812581528
93323 93324 823416629
66951 66952 244223270
71286 71280 114441753
80304 80302 720948605
40220 40222 893360860
93179 93180 479414132
95970 95971 469524011
20466 20465 142003910
63865 63866 412515340
52443 52444 202991003
60005 60006 872003981
4939 4940 853804290
86829 86830 522149610
17319 17320 572871166
6364 6359 263398602
98963 98964 655541431
70974 70975 834712517
47924 47932 767287286
28367 28368 215279194
68022 68027 566713081
76296 76304 932696952
8258 8259 934022103
93957 93958 722880919
32962 32961 311174552
65536 65546 544376627
39535 39538 282600701
38116 38125 216550187
8044 8045 521017842
77015 77009 20264361
19883 19884 309578047
41272 41277 483133020
105 107 338067947
31952 31951 242241174
42512 42522 907910778
33576 33574 495486656
69714 69708 231333470
18618 18619 246641181
43706 43707 502580929
99728 99729 219466979
44016 44022 352281109
54808 54818 518431639
71389 71388 403425331
53411 53403 658133979
24449 24450 155560428
11721 11718 770084411
20909 20902 553048584
77080 77082 750576844
94478 94479 736328868
76267 76268 66432019
6393 6392 728337127
65123 65129 693791304
49128 49129 246825071
11405 11406 305547279
31522 31523 934207495
36276 36277 566136664
1804 1800 507841156
35771 35772 359202145
64817 64822 791410914
96608 96609 521045439
28871 28873 227851730
20418 20419 740647330
88018 88019 641990897
92049 92050 303267073
35073 35076 36693947
25954 25955 319301801
36538 36529 827159965
82360 82356 409355257
97098 97099 51522275
34782 34776 623218035
72352 72353 138712602
86437 86430 299620924
2254 2255 461289962
86737 86738 372424746
35890 35883 826849321
29364 29360 75610332
50820 50821 514847654
30261 30271 894872741
86809 86799 94675119
95835 95833 701204311
48628 48632 942882785
11383 11392 954003278
23572 23579 255405933
48374 48375 834527977
41215 41222 267549639
89605 89606 361726503
70880 70872 631267422
81842 81840 705274868
13572 13576 545281737
3795 3796 148305867
72336 72334 149829981
87876 87880 90412106
7120 7121 43512214
91359 91368 71617873
34762 34753 877742062
60269 60270 50079249
35933 35934 369454723
45083 45080 283091965
13289 13290 382862603
82698 82699 336034920
3483 3484 241132485
24855 24859 761368695
30035 30032 517357268
35398 35399 768426774
52855 52846 128815852
28867 28868 826550867
39049 39043 270994270
98299 98300 648674164
33462 33463 653751005
65035 65036 73582043
25048 25050 66434738
79718 79719 896752885
66470 66471 147434869
17368 17369 746525899
81643 81653 502941923
47153 47157 336476839
15398 15399 722066638
62307 62308 33822270
30031 30030 321156359
14590 14591 260919020
66711 66712 661095568
1813 1814 157310766
29216 29217 385226152
41078 41069 273443916
81040 81041 18356595
89112 89113 266004605
61416 61421 716167090
31263 31264 879739002
753 754 234083813
82146 82147 413774957
13783 13777 147948144
46892 46900 168363248
99375 99370 983508889
49364 49365 649714187
63116 63110 506147202
55056 55057 894893301
30638 30637 475196150
75225 75216 895283714
6980 6981 407839269
62915 62916 57564175
62552 62553 979953859
24871 24872 26964039
64426 64427 438335193
49898 49899 635301794
82771 82772 216742445
96948 96949 243531841
68782 68783 208553361
16991 16992 381860846
77745 77746 533328694
71837 71838 218437427
26200 26201 518485816
37872 37879 449751304
34827 34828 702123355
43689 43691 759182956
4528 4519 68299775
85207 85208 882450244
33408 33409 770055557
64489 64490 627882860
99712 99711 250025551
2208 2210 863837198
70903 70904 987954990
77075 77066 933827730
89423 89421 658954182
66896 66891 381634205
35501 35498 33092115
6477 6478 754038265
6133 6125 480974954
4992 4993 953127761
88030 88031 662576115
85531 85538 16878249
87180 87190 668390141
54173 54181 519576027
9829 9830 941262341
90500 90501 580751044
26841 26842 444878372
76650 76651 635703524
40625 40627 515886156
77246 77247 964485669
55516 55512 236048052
54007 54000 16201665
44313 44319 379538664
40173 40174 326929581
60677 60681 752448472
80388 80389 668843098
70740 70741 226982467
32433 32423 677708590
32615 32616 538723042
44364 44365 775480391
77775 77776 524593006
99769 99760 763156412
56977 56978 213080529
22096 22100 206013903
97955 97954 88964535
69127 69117 632873947
50414 50415 782393748
22881 22882 777301751
43872 43873 372485299
80577 80570 758640176
69858 69857 888859183
57631 57632 283594781
52365 52366 723398880
74150 74151 965059391
69535 69539 71610713
66656 66650 155480988
44948 44947 662833720
90695 90687 59953283
33418 33411 39832838
60038 60039 306144161
25891 25892 207625399
38402 38403 220216679
50714 50715 946840627
26562 26563 769773983
40301 40307 965828258
26414 26415 51368413
9886 9887 36512801
75643 75635 29312967
31446 31454 628095917
58280 58278 491453072
6271 6264 37728558
56091 56092 49675841
51888 51880 430574298
25578 25582 987694342
42008 42009 10953471
95516 95511 915372277
68005 68014 497007145
64311 64312 456582146
29434 29435 910842117
86989 86990 549758361
9107 9100 649880907
2830 2831 619836446
94787 94791 184734874
55672 55673 361653370
42415 42416 969883442
80283 80280 168031538
7562 7570 706057538
78015 78018 231123297
76820 76810 546067749
25375 25377 493365845
52248 52250 852472081
59703 59704 865264267
5260 5261 9297237
3163 3155 370928704
60325 60326 892636009
55132 55139 968427673
26840 26831 843688991
76395 76402 471357661
70768 70759 619103179
92491 92492 125684296
14674 14675 850584286
54689 54699 520003089
67082 67086 357774543
33689 33690 749740143
23683 23684 799894675
65805 65797 427450257
11310 11311 34965608
21304 21305 513551409
50797 50789 441425576
83677 83678 196338945
42881 42884 81976708
41027 41028 43012508
67701 67705 735619169
95725 95732 471199011
64763 64764 496946472
5986 5987 160865216
31909 31908 653543035
99651 99653 637806866
68249 68257 21015392
27653 27654 173512702
37596 37591 396704533
54749 54750 741799860
49661 49669 623674299
60116 60117 472096014
51299 51300 52052160
83957 83958 640600985
42516 42522 872926414
52711 52710 259342857
71880 71881 308692501
7732 7733 325739789
67743 67744 689347564
21022 21023 283991217
60302 60303 697272897
30386 30387 392902078
11740 11741 378513150
20074 20075 231565097
78497 78498 307132260
8321 8322 13830023
80288 80289 554167444
86738 86745 600499036
59040 59041 628800614
93453 93454 267670278
28828 28824 838520601
87783 87774 156105466
82717 82718 939073387
13935 13939 564061812
63394 63397 977668131
33521 33529 958554248
53310 53311 11931786
4325 4326 880238340
8909 8905 684569088
47623 47621 626879617
76288 76289 770705497
169 164 489677908
27052 27060 301671132
1075 1077 296529048
10407 10404 66865826
85254 85264 411185103
61754 61745 17330249
93016 93017 271192104
19007 19011 174470724
92791 92782 78445377
88674 88675 834112021
52063 52064 906996133
51922 51923 297275482
18540 18541 520406145
63884 63885 751427521
79189 79193 826868360
51856 51857 460171113
7546 7554 698388636
29176 29177 632194097
45068 45060 520004954
74199 74191 463109393
56453 56454 664394802
20336 20337 544158574
826 827 565345405
52529 52530 154854965
69356 69357 121225419
92294 92295 973080
90250 90258 606060078
28700 28693 680508835
69453 69454 191230492
65204 65198 53561692
55586 55596 323433954
36610 36607 463034210
9223 9215 907891391
57487 57497 797295760
64779 64780 260258275
77249 77250 596550079
5634 5639 243626667
51870 51869 32102305
12039 12042 887954639
72969 72962 158214986
37354 37355 202857140
13993 13994 254304714
70408 70409 529713750
97257 97258 77808105
16327 16326 376889080
29349 29359 580947506
44025 44034 313096612
40289 40290 19357287
9378 9371 783243158
31833 31834 85174339
40740 40731 679964261
23531 23530 750612124
66823 66824 14358395
75458 75459 39727961
84691 84692 838657663
63911 63918 488994250
42469 42470 110887497
83171 83161 496524915
50871 50866 49085244
5327 5323 327962496
96121 96122 255453428
25925 25920 96471317
49470 49471 93661719
82284 82293 217636037
42270 42276 569171763
2834 2835 262129087
51767 51768 851123940
32717 32715 846599121
27121 27122 655839889
48112 48109 264387104
64951 64955 830311774
51237 51239 90609573
7724 7725 474145957
31270 31263 774051249
46865 46868 359678021
15197 15200 244630815
84486 84489 113841298
52183 52184 849381444
6601 6602 506523446
70297 70307 207817007
79928 79929 722023298
4612 4613 616336029
54515 54516 26575908
49840 49841 548445227
11700 11701 623515637
55082 55083 705649234
30318 30319 742927510
14096 14097 799019790
3356 3357 954648871
70603 70604 791133952
48687 48688 517505095
84842 84843 373264904
21685 21686 156666704
89389 89388 197310424
79209 79210 394687036
5914 5915 748233325
31281 31282 931304330
3317 3313 509753236
47591 47583 497776786
25791 25792 328708621
82355 82356 763314589
50438 50444 806758047
26495 26500 613962288
77473 77469 680407324
89105 89106 758895294
61980 61987 213276874
17318 17327 903772987
93970 93971 784225370
53237 53238 514721614
51642 51643 423870042
38461 38453 108237043
14800 14801 139291184
93136 93146 571854538
16743 16744 305000978
3815 3820 536027714
29404 29407 251812253
32234 32237 372794731
44253 44250 355946241
37634 37635 482565984
64851 64852 911150576
99778 99787 822262265
48117 48113 298867754
82329 82332 539693390
11226 11236 767349384
53032 53033 346208575
7456 7466 401761013
85954 85955 159189730
5664 5665 757100176
9428 9425 469246451
86828 86833 207043146
37643 37644 445702708
73876 73872 27859995
61132 61125 82832169
8947 8948 772413515
69033 69034 267528876
34131 34141 646441941
56658 56659 340078264
78930 78938 111268070
71216 71217 942147385
68541 68542 162351679
79573 79568 865508552
92653 92654 411806771
55479 55487 481155048
34624 34625 333999573
82917 82918 976421879
58369 58370 128666129
26925 26926 301147998
5498 5493 765178439
42966 42960 698849937
57213 57214 586065465
44211 44219 598864544
99045 99043 811640788
76473 76474 57777653
10704 10712 631553128
39810 39811 238257901
59467 59468 885028362
79062 79055 142729274
81922 81923 756979961
59185 59195 205191352
23250 23241 444554546
56894 56886 583359573
99277 99278 531354233
15982 15972 602444755
65708 65715 193043116
32594 32587 66582306
67217 67216 466279572
6651 6652 411487613
4633 4640 953247301
83969 83961 583709731
87618 87619 543384063
92021 92028 438684777
31813 31814 15707100
26730 26731 827854008
17153 17151 25318251
73139 73146 676501516
54430 54431 486410005
99529 99530 812012608
81726 81727 354045077
52935 52936 910626248
54218 54213 281527946
5966 5962 746876372
62760 62761 497191151
68796 68799 491489141
36896 36897 931078037
3874 3875 33423320
14751 14752 641028027
44639 44640 915754995
6495 6496 318352768
21386 21387 883701889
39358 39359 73235426
19568 19569 626226293
98455 98456 93752511
47367 47364 646705355
21660 21670 171168430
52472 52473 469078617
36084 36090 819359329
5745 5755 297128753
34763 34764 984720380
75850 75851 707807304
23699 23700 207825982
57646 57651 772793087
13155 13156 296668112
88363 88362 953233501
99605 99595 897786016
89384 89385 165882172
61493 61494 705393090
24926 24927 237984878
51035 51036 726596281
55155 55156 6128679
43326 43317 278929569
88593 88594 748026887
89959 89951 821885251
26713 26714 215526971
78757 78752 321171027
36990 36993 650719309
87811 87812 244050790
41245 41246 30702876
22967 22969 153098484
75037 75034 749341059
90262 90253 150974537
38485 38486 221418564
89606 89607 991344238
59000 59004 997498787
52751 52752 675694335
25136 25129 189880322
14972 14969 121989910
54327 54328 476013192
41334 41338 538191363
24186 24193 281077322
67798 67805 661167819
12529 12537 820783849
52242 52243 337934974
7115 7116 254392551
9813 9814 873367940
21992 21993 417174907
13983 13984 971240165
26509 26517 607513023
98195 98204 820109182
30815 30813 118422653
49572 49573 14648401
78183 78187 803001503
18049 18050 962828406
79436 79442 15753229
71420 71428 942781120
39131 39139 910613879
25787 25788 653857478
33190 33182 181028383
3756 3762 355042076
16190 16181 112764464
58765 58766 646904173
66865 66863 565775374
88977 88978 987767802
30265 30266 873215927
82600 82601 960297110
57236 57238 671151981
10817 10815 16874308
94544 94545 433097276
13628 13621 656006092
71420 71421 252035258
6614 6615 561087715
58704 58705 628555457
11387 11396 946785570
49344 49345 632162873
61782 61783 918434337
5208 5198 767764420
78838 78839 497413213
42789 42790 156237364
80614 80609 879249065
64714 64723 876325113
27889 27890 58424735
73065 73066 156811778
11793 11794 253130767
64432 64433 873158324
5769 5770 893332341
87300 87301 937292863
6934 6939 279999020
94725 94726 231548609
30215 30213 789288703
83623 83617 896251708
88650 88656 497098836
51597 51598 891747293
80411 80417 842162025
55348 55353 151634615
54999 54990 426098408
28624 28625 514102329
92017 92026 654061652
52507 52503 483553162
68862 68868 417778323
45464 45461 466777853
11114 11117 10292292
88703 88698 823420299
55606 55607 313934840
7110 7113 284908688
53345 53342 673468050
64074 64076 920534794
12755 12750 41186915
62100 62091 252168745
51657 51655 516215807
8510 8506 780066274
91150 91151 465586043
47778 47772 765231819
50580 50586 834029357
90204 90205 315421044
74081 74082 821654659
61454 61462 219193552
75244 75238 528261331
39892 39893 384445839
50463 50464 834739001
72115 72111 670638721
20607 20608 764333137
47831 47832 598546277
26675 26683 462227594
72184 72185 407305356
51937 51943 937255466
32984 32985 60376882
62223 62224 916156169
71282 71283 343343236
91452 91453 529271743
